probe_id,ref_id,score,label,probe_lighting,ref_lighting,lighting_diff
01,01,0.8293749656140971,genuine,102.01476846545206,137.33700769687093,35.32223923141886
01,02,0.846872123719877,impostor,102.01476846545206,173.83831669280892,71.82354822735685
01,03,0.8004678841803096,impostor,102.01476846545206,146.75617358429858,44.741405118846515
01,04,0.9174034305743399,impostor,102.01476846545206,168.2737887859958,66.25902032054374
01,05,0.7849293770613579,impostor,102.01476846545206,155.65046917732465,53.63570071187259
01,06,0.8458012859650484,impostor,102.01476846545206,205.3580634903877,103.34329502493564
01,07,0.7612791014816411,impostor,102.01476846545206,141.45686471907172,39.44209625361965
01,08,0.7069748054048048,impostor,102.01476846545206,168.53897075088486,66.52420228543279
01,09,0.9071868930025044,impostor,102.01476846545206,147.5887157386181,45.57394727316604
01,10,0.38090479085979734,impostor,102.01476846545206,145.35335600667628,43.338587541224214
01,11,0.7147476844021173,impostor,102.01476846545206,144.17764953848945,42.16288107303738
01,12,0.7768668646537078,impostor,102.01476846545206,153.76536106418922,51.75059259873716
01,13,0.7024649884803453,impostor,102.01476846545206,147.17490774814993,45.16013928269787
01,14,0.8616634392036802,impostor,102.01476846545206,200.581597641168,98.56682917571594
01,15,0.7015589902973774,impostor,102.01476846545206,192.01160500623385,89.99683654078179
01,16,0.5380895282434278,impostor,102.01476846545206,171.2618262095801,69.24705774412804
01,17,0.918649676154588,impostor,102.01476846545206,116.8074569407577,14.792688475305638
01,18,0.9053178352839244,impostor,102.01476846545206,148.78046950410234,46.76570103865028
01,19,0.7753484526026038,impostor,102.01476846545206,144.25578773527994,42.24101926982787
01,20,0.9115253634351125,impostor,102.01476846545206,172.96585110501127,70.9510826395592
01,21,0.7216706569710918,impostor,102.01476846545206,155.7674826053732,53.75271413992114
01,22,0.736368641650975,impostor,102.01476846545206,138.64956111245172,36.63479264699966
01,23,0.8267938109267301,impostor,102.01476846545206,163.59818789213324,61.583419426681175
01,24,0.8732141434519507,impostor,102.01476846545206,205.6733945161679,103.65862605071582
01,25,0.8902524772031792,impostor,102.01476846545206,183.71952986747914,81.70476140202707
01,26,0.9300948993218602,impostor,102.01476846545206,166.15842872727637,64.14366026182431
02,01,0.6636738386610596,impostor,103.59655274694337,137.33700769687093,33.74045494992755
02,02,0.781524081778283,genuine,103.59655274694337,173.83831669280892,70.24176394586554
02,03,0.6491736874466343,impostor,103.59655274694337,146.75617358429858,43.159620837355206
02,04,0.7204278822109826,impostor,103.59655274694337,168.2737887859958,64.67723603905243
02,05,0.6440647662702711,impostor,103.59655274694337,155.65046917732465,52.05391643038128
02,06,0.7515429227188594,impostor,103.59655274694337,205.3580634903877,101.76151074344433
02,07,0.6348476581997335,impostor,103.59655274694337,141.45686471907172,37.86031197212834
02,08,0.610209540247901,impostor,103.59655274694337,168.53897075088486,64.94241800394148
02,09,0.7447853192450764,impostor,103.59655274694337,147.5887157386181,43.99216299167473
02,10,0.4833713124837224,impostor,103.59655274694337,145.35335600667628,41.756803259732905
02,11,0.6133878904360393,impostor,103.59655274694337,144.17764953848945,40.581096791546074
02,12,0.6409320025505192,impostor,103.59655274694337,153.76536106418922,50.16880831724585
02,13,0.6081922748878026,impostor,103.59655274694337,147.17490774814993,43.57835500120656
02,14,0.775183195911654,impostor,103.59655274694337,200.581597641168,96.98504489422463
02,15,0.6075438759369143,impostor,103.59655274694337,192.01160500623385,88.41505225929048
02,16,0.7664845089597631,impostor,103.59655274694337,171.2618262095801,67.66527346263673
02,17,0.6935764176450888,impostor,103.59655274694337,116.8074569407577,13.21090419381433
02,18,0.7549132324911846,impostor,103.59655274694337,148.78046950410234,45.18391675715897
02,19,0.6390581129238896,impostor,103.59655274694337,144.25578773527994,40.659234988336564
02,20,0.7494582290109919,impostor,103.59655274694337,172.96585110501127,69.3692983580679
02,21,0.6174054568129712,impostor,103.59655274694337,155.7674826053732,52.17092985842983
02,22,0.6244283902475513,impostor,103.59655274694337,138.64956111245172,35.05300836550835
02,23,0.6615915275217309,impostor,103.59655274694337,163.59818789213324,60.001635145189866
02,24,0.6771943080692048,impostor,103.59655274694337,205.6733945161679,102.07684176922452
02,25,0.706062901949208,impostor,103.59655274694337,183.71952986747914,80.12297712053577
02,26,0.7069486757459572,impostor,103.59655274694337,166.15842872727637,62.561875980333
03,01,0.8537762083242764,impostor,118.9286895712677,137.33700769687093,18.40831812560323
03,02,0.5948811930724914,impostor,118.9286895712677,173.83831669280892,54.90962712154122
03,03,0.930349846511486,genuine,118.9286895712677,146.75617358429858,27.827484013030883
03,04,0.6912507335688164,impostor,118.9286895712677,168.2737887859958,49.34509921472811
03,05,0.9420767856320069,impostor,118.9286895712677,155.65046917732465,36.721779606056955
03,06,0.6069979662646302,impostor,118.9286895712677,205.3580634903877,86.42937391912001
03,07,0.924779900595798,impostor,118.9286895712677,141.45686471907172,22.52817514780402
03,08,0.8547681034210657,impostor,118.9286895712677,168.53897075088486,49.61028117961716
03,09,0.6415609618360266,impostor,118.9286895712677,147.5887157386181,28.66002616735041
03,10,0.28367938225836115,impostor,118.9286895712677,145.35335600667628,26.424666435408582
03,11,0.8770507265091236,impostor,118.9286895712677,144.17764953848945,25.24895996722175
03,12,0.9431963426066421,impostor,118.9286895712677,153.76536106418922,34.836671492921525
03,13,0.8429804649220529,impostor,118.9286895712677,147.17490774814993,28.246218176882238
03,14,0.6038005880324161,impostor,118.9286895712677,200.581597641168,81.6529080699003
03,15,0.8474936586403499,impostor,118.9286895712677,192.01160500623385,73.08291543496615
03,16,0.381149448416829,impostor,118.9286895712677,171.2618262095801,52.33313663831241
03,17,0.7676696883103321,impostor,118.9286895712677,116.8074569407577,2.1212326305099936
03,18,0.6348521426196232,impostor,118.9286895712677,148.78046950410234,29.851779932834646
03,19,0.9822330990230813,impostor,118.9286895712677,144.25578773527994,25.32709816401224
03,20,0.6434998802814194,impostor,118.9286895712677,172.96585110501127,54.03716153374357
03,21,0.8696377311892851,impostor,118.9286895712677,155.7674826053732,36.83879303410551
03,22,0.8817427491808099,impostor,118.9286895712677,138.64956111245172,19.720871541184025
03,23,0.8693586295630485,impostor,118.9286895712677,163.59818789213324,44.66949832086554
03,24,0.81853893633888,impostor,118.9286895712677,205.6733945161679,86.74470494490019
03,25,0.7130377813232702,impostor,118.9286895712677,183.71952986747914,64.79084029621144
03,26,0.7284505406247536,impostor,118.9286895712677,166.15842872727637,47.22973915600868
04,01,0.9086141747850145,impostor,136.54378820785072,137.33700769687093,0.7932194890202027
04,02,0.6880733050745783,impostor,136.54378820785072,173.83831669280892,37.29452848495819
04,03,0.824972564453138,impostor,136.54378820785072,146.75617358429858,10.212385376447855
04,04,0.8057654496770095,genuine,136.54378820785072,168.2737887859958,31.73000057814508
04,05,0.8574461317642312,impostor,136.54378820785072,155.65046917732465,19.106680969473928
04,06,0.6619568712135879,impostor,136.54378820785072,205.3580634903877,68.81427528253698
04,07,0.8593577990517205,impostor,136.54378820785072,141.45686471907172,4.913076511220993
04,08,0.7879334057363082,impostor,136.54378820785072,168.53897075088486,31.995182543034133
04,09,0.7079184051656103,impostor,136.54378820785072,147.5887157386181,11.044927530767382
04,10,0.3077348180708659,impostor,136.54378820785072,145.35335600667628,8.809567798825555
04,11,0.7779234980665202,impostor,136.54378820785072,144.17764953848945,7.633861330638723
04,12,0.8580107869646464,impostor,136.54378820785072,153.76536106418922,17.221572856338497
04,13,0.7882105957372579,impostor,136.54378820785072,147.17490774814993,10.63111954029921
04,14,0.6925859372743529,impostor,136.54378820785072,200.581597641168,64.03780943331728
04,15,0.7735880763675396,impostor,136.54378820785072,192.01160500623385,55.467816798383126
04,16,0.43415485802183573,impostor,136.54378820785072,171.2618262095801,34.71803800172938
04,17,0.822129124628029,impostor,136.54378820785072,116.8074569407577,19.73633126709302
04,18,0.7241752811714626,impostor,136.54378820785072,148.78046950410234,12.236681296251618
04,19,0.814666426999052,impostor,136.54378820785072,144.25578773527994,7.711999527429214
04,20,0.7397128835302851,impostor,136.54378820785072,172.96585110501127,36.422062897160544
04,21,0.8206639487285767,impostor,136.54378820785072,155.7674826053732,19.22369439752248
04,22,0.8466926435248181,impostor,136.54378820785072,138.64956111245172,2.1057729046009968
04,23,0.889246065723006,impostor,136.54378820785072,163.59818789213324,27.054399684282515
04,24,0.8369794157569015,impostor,136.54378820785072,205.6733945161679,69.12960630831716
04,25,0.8422348710218583,impostor,136.54378820785072,183.71952986747914,47.175741659628414
04,26,0.8301638462536978,impostor,136.54378820785072,166.15842872727637,29.61464051942565
05,01,0.8778002797365889,impostor,136.03646021858916,137.33700769687093,1.3005474782817714
05,02,0.6065368678351913,impostor,136.03646021858916,173.83831669280892,37.80185647421976
05,03,0.9245130744163768,impostor,136.03646021858916,146.75617358429858,10.719713365709424
05,04,0.7070589008846355,impostor,136.03646021858916,168.2737887859958,32.23732856740665
05,05,0.9731142488920044,genuine,136.03646021858916,155.65046917732465,19.614008958735496
05,06,0.6136579552982606,impostor,136.03646021858916,205.3580634903877,69.32160327179855
05,07,0.9581300455663435,impostor,136.03646021858916,141.45686471907172,5.420404500482562
05,08,0.8585886889995438,impostor,136.03646021858916,168.53897075088486,32.5025105322957
05,09,0.6503218685120206,impostor,136.03646021858916,147.5887157386181,11.55225552002895
05,10,0.28566782080278413,impostor,136.03646021858916,145.35335600667628,9.316895788087123
05,11,0.8706983370647736,impostor,136.03646021858916,144.17764953848945,8.141189319900292
05,12,0.9841411696114325,impostor,136.03646021858916,153.76536106418922,17.728900845600066
05,13,0.8491526156043486,impostor,136.03646021858916,147.17490774814993,11.138447529560779
05,14,0.6150011477594282,impostor,136.03646021858916,200.581597641168,64.54513742257885
05,15,0.8472006990865437,impostor,136.03646021858916,192.01160500623385,55.975144787644695
05,16,0.3869677524789343,impostor,136.03646021858916,171.2618262095801,35.22536599099095
05,17,0.7792278472217923,impostor,136.03646021858916,116.8074569407577,19.229003277831453
05,18,0.6465298356392286,impostor,136.03646021858916,148.78046950410234,12.744009285513187
05,19,0.9492938219729865,impostor,136.03646021858916,144.25578773527994,8.219327516690782
05,20,0.6561650695244193,impostor,136.03646021858916,172.96585110501127,36.92939088642211
05,21,0.8833721816437358,impostor,136.03646021858916,155.7674826053732,19.731022386784048
05,22,0.9037905277152695,impostor,136.03646021858916,138.64956111245172,2.6131008938625655
05,23,0.8910934460518689,impostor,136.03646021858916,163.59818789213324,27.561727673544084
05,24,0.8286369088795538,impostor,136.03646021858916,205.6733945161679,69.63693429757873
05,25,0.7310433424424283,impostor,136.03646021858916,183.71952986747914,47.68306964888998
05,26,0.7440809005185973,impostor,136.03646021858916,166.15842872727637,30.121968508687218
06,01,0.7349447334839941,impostor,190.44897618042143,137.33700769687093,53.1119684835505
06,02,0.8736736723633723,impostor,190.44897618042143,173.83831669280892,16.61065948761251
06,03,0.7247493440071475,impostor,190.44897618042143,146.75617358429858,43.692802596122846
06,04,0.8080461306955568,impostor,190.44897618042143,168.2737887859958,22.17518739442562
06,05,0.7083037592866447,impostor,190.44897618042143,155.65046917732465,34.79850700309677
06,06,0.9722313761157045,genuine,190.44897618042143,205.3580634903877,14.909087309966282
06,07,0.6896495326609945,impostor,190.44897618042143,141.45686471907172,48.99211146134971
06,08,0.6515847813682265,impostor,190.44897618042143,168.53897075088486,21.910005429536568
06,09,0.9103212835501121,impostor,190.44897618042143,147.5887157386181,42.86026044180332
06,10,0.4506235799288455,impostor,190.44897618042143,145.35335600667628,45.09562017374515
06,11,0.6602243227561877,impostor,190.44897618042143,144.17764953848945,46.27132664193198
06,12,0.7020467126374751,impostor,190.44897618042143,153.76536106418922,36.683615116232204
06,13,0.64742803310067,impostor,190.44897618042143,147.17490774814993,43.27406843227149
06,14,0.888098656975505,impostor,190.44897618042143,200.581597641168,10.132621460746577
06,15,0.6487448770466501,impostor,190.44897618042143,192.01160500623385,1.5626288258124248
06,16,0.639336574611978,impostor,190.44897618042143,171.2618262095801,19.18714997084132
06,17,0.7975523166104638,impostor,190.44897618042143,116.8074569407577,73.64151923966372
06,18,0.8762155990371144,impostor,190.44897618042143,148.78046950410234,41.66850667631908
06,19,0.7067260132102962,impostor,190.44897618042143,144.25578773527994,46.19318844514149
06,20,0.8579455973530525,impostor,190.44897618042143,172.96585110501127,17.483125075410157
06,21,0.6605403676991495,impostor,190.44897618042143,155.7674826053732,34.68149357504822
06,22,0.6704474040371748,impostor,190.44897618042143,138.64956111245172,51.799415067969704
06,23,0.73481295268574,impostor,190.44897618042143,163.59818789213324,26.850788288288186
06,24,0.771102139983656,impostor,190.44897618042143,205.6733945161679,15.224418335746464
06,25,0.7825316279183953,impostor,190.44897618042143,183.71952986747914,6.729446312942287
06,26,0.8009545308633673,impostor,190.44897618042143,166.15842872727637,24.290547453145052
07,01,0.8602102608886917,impostor,124.38737481901543,137.33700769687093,12.949632877855493
07,02,0.5958888012884436,impostor,124.38737481901543,173.83831669280892,49.45094187379348
07,03,0.8627217167174196,impostor,124.38737481901543,146.75617358429858,22.368798765283145
07,04,0.6971140180031024,impostor,124.38737481901543,168.2737887859958,43.88641396698037
07,05,0.9178853433027024,impostor,124.38737481901543,155.65046917732465,31.263094358309218
07,06,0.5945227178339646,impostor,124.38737481901543,205.3580634903877,80.97068867137227
07,07,0.9692287000222652,genuine,124.38737481901543,141.45686471907172,17.069489900056283
07,08,0.8775425650431186,impostor,124.38737481901543,168.53897075088486,44.15159593186942
07,09,0.6318205841488154,impostor,124.38737481901543,147.5887157386181,23.20134091960267
07,10,0.27704971729697325,impostor,124.38737481901543,145.35335600667628,20.965981187660844
07,11,0.8674142830363206,impostor,124.38737481901543,144.17764953848945,19.790274719474013
07,12,0.9337449684165268,impostor,124.38737481901543,153.76536106418922,29.377986245173787
07,13,0.874244394459829,impostor,124.38737481901543,147.17490774814993,22.7875329291345
07,14,0.6029112963223078,impostor,124.38737481901543,200.581597641168,76.19422282215257
07,15,0.8586135087341596,impostor,124.38737481901543,192.01160500623385,67.62423018721842
07,16,0.3787362575885607,impostor,124.38737481901543,171.2618262095801,46.87445139056467
07,17,0.754150191658749,impostor,124.38737481901543,116.8074569407577,7.5799178782577314
07,18,0.6330998721451301,impostor,124.38737481901543,148.78046950410234,24.393094685086908
07,19,0.8815781280881905,impostor,124.38737481901543,144.25578773527994,19.868412916264504
07,20,0.6438817034164406,impostor,124.38737481901543,172.96585110501127,48.57847628599583
07,21,0.920446582758646,impostor,124.38737481901543,155.7674826053732,31.38010778635777
07,22,0.9559369062874633,impostor,124.38737481901543,138.64956111245172,14.262186293436287
07,23,0.8643828001397154,impostor,124.38737481901543,163.59818789213324,39.210813073117805
07,24,0.7955173137452605,impostor,124.38737481901543,205.6733945161679,81.28601969715245
07,25,0.7241375347294374,impostor,124.38737481901543,183.71952986747914,59.332155048463704
07,26,0.7299570584707118,impostor,124.38737481901543,166.15842872727637,41.77105390826094
08,01,0.7446102332006327,impostor,168.53897075088486,137.33700769687093,31.20196305401393
08,02,0.5141279392540224,impostor,168.53897075088486,173.83831669280892,5.299345941924059
08,03,0.7841306716965215,impostor,168.53897075088486,146.75617358429858,21.782797166586278
08,04,0.6005990377383328,impostor,168.53897075088486,168.2737887859958,0.2651819648890523
08,05,0.8182204385027074,impostor,168.53897075088486,155.65046917732465,12.888501573560205
08,06,0.5196042678488312,impostor,168.53897075088486,205.3580634903877,36.81909273950285
08,07,0.8588634259616995,impostor,168.53897075088486,141.45686471907172,27.08210603181314
08,08,1.0,genuine,168.53897075088486,168.53897075088486,0.0
08,09,0.5500015384953868,impostor,168.53897075088486,147.5887157386181,20.95025501226675
08,10,0.24479239966040775,impostor,168.53897075088486,145.35335600667628,23.18561474420858
08,11,0.9410530524927752,impostor,168.53897075088486,144.17764953848945,24.36132121239541
08,12,0.8323840406325401,impostor,168.53897075088486,153.76536106418922,14.773609686695636
08,13,0.9761447742915816,impostor,168.53897075088486,147.17490774814993,21.364063002734923
08,14,0.5209001722054462,impostor,168.53897075088486,200.581597641168,32.042626890283145
08,15,0.9675851939650365,impostor,168.53897075088486,192.01160500623385,23.472634255348993
08,16,0.32856065375258214,impostor,168.53897075088486,171.2618262095801,2.72285545869525
08,17,0.6575979714608465,impostor,168.53897075088486,116.8074569407577,51.731513810127154
08,18,0.5473531628345804,impostor,168.53897075088486,148.78046950410234,19.758501246782515
08,19,0.8235520210175086,impostor,168.53897075088486,144.25578773527994,24.28318301560492
08,20,0.555900047171304,impostor,168.53897075088486,172.96585110501127,4.426880354126411
08,21,0.93462517886319,impostor,168.53897075088486,155.7674826053732,12.771488145511654
08,22,0.8935023712848772,impostor,168.53897075088486,138.64956111245172,29.889409638433136
08,23,0.7526312208862563,impostor,168.53897075088486,163.59818789213324,4.940782858751618
08,24,0.6985060357444649,impostor,168.53897075088486,205.6733945161679,37.13442376528303
08,25,0.623245258978151,impostor,168.53897075088486,183.71952986747914,15.180559116594281
08,26,0.6303831920195381,impostor,168.53897075088486,166.15842872727637,2.380542023608484
09,01,0.7619791275117451,impostor,108.16436099883364,137.33700769687093,29.172646698037283
09,02,0.9368068754834102,impostor,108.16436099883364,173.83831669280892,65.67395569397527
09,03,0.7419839426353684,impostor,108.16436099883364,146.75617358429858,38.591812585464936
09,04,0.8573242457081179,impostor,108.16436099883364,168.2737887859958,60.10942778716216
09,05,0.7287765496621824,impostor,108.16436099883364,155.65046917732465,47.48610817849101
09,06,0.9242594334354833,impostor,108.16436099883364,205.3580634903877,97.19370249155406
09,07,0.7103600562514449,impostor,108.16436099883364,141.45686471907172,33.292503720238074
09,08,0.6682058822097122,impostor,108.16436099883364,168.53897075088486,60.374609752051214
09,09,0.9460409531870618,genuine,108.16436099883364,147.5887157386181,39.42435473978446
09,10,0.42458992307306953,impostor,108.16436099883364,145.35335600667628,37.188995007842635
09,11,0.6751180505706448,impostor,108.16436099883364,144.17764953848945,36.013288539655804
09,12,0.722525876122938,impostor,108.16436099883364,153.76536106418922,45.60100006535558
09,13,0.6644269052673424,impostor,108.16436099883364,147.17490774814993,39.01054674931629
09,14,0.9589221754712173,impostor,108.16436099883364,200.581597641168,92.41723664233436
09,15,0.6642270923488123,impostor,108.16436099883364,192.01160500623385,83.8472440074002
09,16,0.6151713492020825,impostor,108.16436099883364,171.2618262095801,63.09746521074646
